"Description (English)","Description (français)","GSIN Description (English)","Description du NIBS (français)","GSIN Code/Code NIBS","Vendor Legal Name/Dénomination sociale du fournisseur","Vendor Operating Name/Nom commercial du fournisseur","End User","Utilisateur final","Start Date/Date de début","End Date/Date de fin","Delivery Point Code/Code du point de livraison","Delivery Point (English)","Point de livraison (français)","Agreement Type (English)","Type d'accord (français)","Standing Offer Number/Numéro d'accord"
"RELOCATION SERVICES","SERVICES DE DÉMÉNAGEMENT","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502A,"Boyd Moving & Storage Ltd.","Boyd Moving & Storage Ltd.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2008-10-01,2013-09-30,NL,"Newfoundland & Labrador",Terre-Neuve,RISO,OCIR,08283-080102/001/LM
"RELOCATION SERVICES","SERVICES DE DÉMÉNAGEMENT","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502A,"Boyd Moving & Storage Ltd.","Boyd Moving & Storage Ltd.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2008-10-01,2013-09-30,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,08283-080102/001/LM
"RELOCATION SERVICES","SERVICES DE DÉMÉNAGEMENT","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502A,"Boyd Moving & Storage Ltd.","Boyd Moving & Storage Ltd.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2008-10-01,2013-09-30,ON,Ontario,Ontario,RISO,OCIR,08283-080102/001/LM
"RELOCATION SERVICES","SERVICES DE DÉMÉNAGEMENT","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502A,"Boyd Moving & Storage Ltd.","Boyd Moving & Storage Ltd.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2008-10-01,2013-09-30,PE,"Prince Edward Island",Île-du-Prince-Édouard,RISO,OCIR,08283-080102/001/LM
"RELOCATION SERVICES","SERVICES DE DÉMÉNAGEMENT","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502A,"Boyd Moving & Storage Ltd.","Boyd Moving & Storage Ltd.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2008-10-01,2013-09-30,QC,Québec,Québec,RISO,OCIR,08283-080102/001/LM
"RELOCATION SERVICES","SERVICES DE DÉMÉNAGEMENT","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502A,"Boyd Moving & Storage Ltd.","Boyd Moving & Storage Ltd.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2008-10-01,2013-09-30,SK,Saskatchewan,Saskatchewan,RISO,OCIR,08283-080102/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,AB,Alberta,Alberta,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,BC,"British Columbia",Colombie-Britannique,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,MB,Manitoba,Manitoba,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,NC,"National Capital Region","Region de Capitale Nationale",NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,NB,"New Brunswick",Nouveau-Brunswick,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,NL,"Newfoundland & Labrador",Terre-Neuve,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,NS,"Nova Scotia",Nouvelle-Écosse,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,ON,Ontario,Ontario,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,QC,Québec,Québec,NISO,OCIN,08317-110060/001/LM
TRANSPORTATION,TRANSPORTATION,"Custodial Services","Services de garde",K105AB,"Brink's Canada Limited","Brink's Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-01-01,2013-06-30,SK,Saskatchewan,Saskatchewan,NISO,OCIN,08317-110060/001/LM
TELEPHONE/EQUIPMENT,TÉLÉPHONE/ÉQUIPEMENT,"Communication, Detection, and Coherent Radiation Equipment","Équipements des télécommunications, de détection et à rayonnement cohérent",N5810,"Mitel Networks Corporation","Mitel Networks Corporation","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2006-07-01,2013-06-30,NC,"National Capital Region","Region de Capitale Nationale",DISO,OCIM,08324-040411/001/EW
"DFAIT PRINTERS","IMPRIMANTES MAECI","General Purpose Computer Equipment (Including Firmware), Software, Supplies","Équipement pour le traîtement automatique de données à usage général, logiciel, compr",N7025,"Lexmark Canada Inc.","Lexmark Canada Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-02-06,2014-01-31,NC,"National Capital Region","Region de Capitale Nationale",NISO,OCIN,08324-100070/001/VAN
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,AB,Alberta,Alberta,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,BC,"British Columbia",Colombie-Britannique,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,FD,Foreign,Foreign,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,MB,Manitoba,Manitoba,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NC,"National Capital Region","Region de Capitale Nationale",NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NB,"New Brunswick",Nouveau-Brunswick,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NL,"Newfoundland & Labrador",Terre-Neuve,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NS,"Nova Scotia",Nouvelle-Écosse,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,ON,Ontario,Ontario,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,PE,"Prince Edward Island",Île-du-Prince-Édouard,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,QC,Québec,Québec,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"SDV Logistiques/Logistics (Canada) Inc.","SDV Logistiques/Logistics (Canada) Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,SK,Saskatchewan,Saskatchewan,NMSO,OCPN,08330-110120/001/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,AB,Alberta,Alberta,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,BC,"British Columbia",Colombie-Britannique,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,FD,Foreign,Foreign,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,MB,Manitoba,Manitoba,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NC,"National Capital Region","Region de Capitale Nationale",NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NB,"New Brunswick",Nouveau-Brunswick,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NL,"Newfoundland & Labrador",Terre-Neuve,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,NS,"Nova Scotia",Nouvelle-Écosse,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,ON,Ontario,Ontario,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,PE,"Prince Edward Island",Île-du-Prince-Édouard,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,QC,Québec,Québec,NMSO,OCPN,08330-110120/002/LM
"FREIGHT FORWARDING","Expédition de fret","Land Transport Services","Services de transport terrestre",V005A,"Panalpina Inc.","Panalpina Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2012-06-01,2014-05-31,SK,Saskatchewan,Saskatchewan,NMSO,OCPN,08330-110120/002/LM
"HIRSCH INTRUSION DETECTION AND ACCE","SYSTÈME DE DÉTECTION DES INTRUSIONS ET DE CONTRÔLE DE L'ACCÈS HIRSCH","Alarm and Signal Systems","Systèmes d'alarme et de signalisation",N6350,"HIRSCH ELECTRONICS","HIRSCH ELECTRONICS","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2010-05-03,2013-05-02,FD,Foreign,Foreign,RISO,OCIR,08843-090042/001/HN
"BULLET & PHYSICALLY RESISTANT SECUR","PRODUITS DE SÉCURITÉ À L'ÉPREUVE DES BALLES ET RÉSISTANT À LA FORCE PHYSIQUE","Alarm and Signal Systems","Systèmes d'alarme et de signalisation",N6350,"Apex Industries Inc.","Apex Industries Inc.","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2010-04-01,2013-03-31,NC,"National Capital Region","Region de Capitale Nationale",RISO,OCIR,08843-090070/001/HN
"Security Hardware","Matériel de sécurité","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"International Distribution Network Canada Ltd","IDN Canada","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2011-01-17,2013-01-16,AB,Alberta,Alberta,RISO,OCIR,08843-100151/001/HN
"Security Hardware","Matériel de sécurité","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"International Distribution Network Canada Ltd","IDN Canada","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2011-01-17,2013-01-16,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,08843-100151/001/HN
"Security Hardware","Matériel de sécurité","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"International Distribution Network Canada Ltd","IDN Canada","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2011-01-17,2013-01-16,MB,Manitoba,Manitoba,RISO,OCIR,08843-100151/001/HN
"Security Hardware","Matériel de sécurité","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"International Distribution Network Canada Ltd","IDN Canada","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2011-01-17,2013-01-16,NB,"New Brunswick",Nouveau-Brunswick,RISO,OCIR,08843-100151/001/HN
"Security Hardware","Matériel de sécurité","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"International Distribution Network Canada Ltd","IDN Canada","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2011-01-17,2013-01-16,NL,"Newfoundland & Labrador",Terre-Neuve,RISO,OCIR,08843-100151/001/HN
"Security Hardware","Matériel de sécurité","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"International Distribution Network Canada Ltd","IDN Canada","Foreign Affairs & International Trade","Affaires étrangères Canada et du Commerce international",2011-01-17,2013-01-16,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,08843-100151/001/HN
